Date,Equipment,Handedness,"Swing Details","Plane Score","Connection Score","Rotation Score","Bat Speed (mph)","Rotational Acceleration (g)","On Plane Efficiency (%)","Attack Angle (deg)","Early Connection (deg)","Connection at Impact (deg)","Vertical Bat Angle (deg)","Power (kW)","Time to Contact (sec)","Peak Hand Speed (mph)","Exit Velocity (mph)","Launch Angle (deg)","Estimated Distance (feet)"
"Jun 26, 2020 02:18:53 PM","MLB Prime Maple-C271-White AFS",Right,,60,58,63,62.7,14.8,77,9,76,89,-26,3.31,0.15,19.6,,,
"Jun 26, 2020 02:18:42 PM","MLB Prime Maple-C271-White AFS",Right,,48,44,66,64,16,63,21,70,77,-17,3.32,0.15,20,,,
"Jun 26, 2020 02:18:36 PM","MLB Prime Maple-C271-White AFS",Right,,39,80,64,59.3,15,54,17,94,88,-23,2.61,0.17,17.7,,,
"Jun 26, 2020 02:14:16 PM","MLB Prime Maple-C271-White AFS",Right,,66,52,60,66.5,13.7,83,8,70,87,-31,3.89,0.14,20.2,,,
"Jun 26, 2020 02:14:09 PM","MLB Prime Maple-C271-White AFS",Right,,72,49,59,61.2,13.5,90,1,68,86,-33,3.25,0.14,19.7,,,
"Jun 26, 2020 02:14:04 PM","MLB Prime Maple-C271-White AFS",Right,,58,53,64,61.6,15.2,75,12,72,86,-26,3.2,0.15,19.2,,,
"Jun 26, 2020 02:13:54 PM","MLB Prime Maple-C271-White AFS",Right,,54,46,57,61.5,12.6,70,22,72,79,-17,2.88,0.16,19.5,,,
"Jun 26, 2020 02:13:48 PM","MLB Prime Maple-C271-White AFS",Right,,60,51,55,59.6,11.7,76,15,74,83,-20,2.77,0.16,18.2,,,
"Jun 26, 2020 02:13:43 PM","MLB Prime Maple-C271-White AFS",Right,,68,44,62,61.9,14.6,85,16,67,81,-23,3.32,0.14,19.5,,,
"Jun 26, 2020 02:13:34 PM","MLB Prime Maple-C271-White AFS",Right,,60,51,50,63.1,10.1,76,15,73,84,-22,3.18,0.15,18.5,,,
"Jun 26, 2020 02:13:29 PM","MLB Prime Maple-C271-White AFS",Right,,58,49,56,61.9,12,74,22,77,78,-16,2.78,0.17,18,,,
"Jun 26, 2020 02:13:25 PM","MLB Prime Maple-C271-White AFS",Right,,41,57,51,61.5,10.5,56,12,103,85,-17,2.67,0.17,17.6,,,
"Jun 26, 2020 02:08:44 PM","MLB Prime Maple-C271-White AFS",Right,,58,61,66,62.2,15.8,74,13,79,86,-21,3.32,0.14,18.2,,,
"Jun 26, 2020 02:08:39 PM","MLB Prime Maple-C271-White AFS",Right,,61,53,58,59.8,13.1,77,12,73,85,-22,2.97,0.15,19.5,,,
"Jun 26, 2020 02:08:32 PM","MLB Prime Maple-C271-White AFS",Right,,52,65,74,65.1,19,68,14,83,86,-23,3.68,0.14,18.8,,,
"Jun 26, 2020 02:08:27 PM","MLB Prime Maple-C271-White AFS",Right,,57,52,69,63.9,17,73,15,74,84,-23,3.49,0.14,19.8,,,
"Jun 26, 2020 02:08:22 PM","MLB Prime Maple-C271-White AFS",Right,,67,48,72,64.6,18.3,85,8,68,85,-26,4.28,0.12,19.9,,,
"Jun 26, 2020 02:08:18 PM","MLB Prime Maple-C271-White AFS",Right,,66,55,69,63.8,17,83,7,74,87,-26,3.8,0.13,20,,,
"Jun 26, 2020 02:05:01 PM","MLB Prime Maple-C271-White AFS",Right,,58,53,63,59.4,14.8,75,20,80,79,-14,2.56,0.17,19,,,
"Jun 26, 2020 02:04:55 PM","MLB Prime Maple-C271-White AFS",Right,,55,54,73,62.6,18.8,72,19,79,81,-14,3.22,0.15,17.6,,,
"Jun 26, 2020 02:04:49 PM","MLB Prime Maple-C271-White AFS",Right,,64,56,69,61.9,17,81,11,75,86,-22,3.38,0.14,19.8,,,
"Jun 26, 2020 02:04:44 PM","MLB Prime Maple-C271-White AFS",Right,,50,67,74,62.9,19.1,65,14,87,82,-20,3.26,0.15,17.5,,,
"Jun 26, 2020 02:04:36 PM","MLB Prime Maple-C271-White AFS",Right,,65,64,72,75.4,18.1,82,11,80,88,-23,6.26,0.11,19.1,,,
"Jun 26, 2020 02:04:30 PM","MLB Prime Maple-C271-White AFS",Right,,70,39,65,57.1,15.7,87,11,62,78,-27,2.92,0.14,19.2,,,
"Jun 26, 2020 02:04:25 PM","MLB Prime Maple-C271-White AFS",Right,,71,41,62,62.5,14.4,89,4,63,81,-29,3.54,0.14,19.7,,,
"Jun 26, 2020 02:04:19 PM","MLB Prime Maple-C271-White AFS",Right,,68,51,58,62.9,12.8,85,8,70,87,-25,3.43,0.14,18.9,,,
"Jun 26, 2020 02:02:00 PM","MLB Prime Maple-C271-White AFS",Right,,69,45,64,61.4,15.3,86,4,66,83,-31,3.52,0.13,20.4,,,
"Jun 26, 2020 02:01:54 PM","MLB Prime Maple-C271-White AFS",Right,,61,57,68,62.7,16.8,78,10,77,85,-24,3.32,0.15,18.9,,,
"Jun 26, 2020 02:01:48 PM","MLB Prime Maple-C271-White AFS",Right,,57,61,75,65.7,19.4,73,15,78,87,-19,3.97,0.13,19.1,,,
"Jun 26, 2020 02:01:42 PM","MLB Prime Maple-C271-White AFS",Right,,67,45,62,61.3,14.6,84,17,70,80,-24,2.89,0.16,19.8,,,
"Jun 26, 2020 02:01:34 PM","MLB Prime Maple-C271-White AFS",Right,,70,53,63,60.5,15,87,12,73,85,-21,3.08,0.15,19.1,,,
"Jun 26, 2020 02:01:23 PM","MLB Prime Maple-C271-White AFS",Right,,72,41,58,58,13,89,8,63,81,-28,2.84,0.15,19.5,,,
"Jun 26, 2020 02:01:15 PM","MLB Prime Maple-C271-White AFS",Right,,72,39,62,58.2,14.4,89,1,61,79,-32,3.21,0.13,19.7,,,
"Jun 26, 2020 02:01:09 PM","MLB Prime Maple-C271-White AFS",Right,,66,43,59,59.2,13.4,83,13,64,83,-27,3.13,0.14,18.7,,,
"Jun 26, 2020 01:45:43 PM","MLB Prime Maple-C271-White AFS",Right,,56,51,63,62.3,15,73,15,74,83,-22,3.23,0.15,19.8,,,
"Jun 26, 2020 01:45:36 PM","MLB Prime Maple-C271-White AFS",Right,,59,37,60,65,13.7,76,12,59,78,-32,3.52,0.15,22,,,
"Jun 26, 2020 01:45:31 PM","MLB Prime Maple-C271-White AFS",Right,,44,49,61,61.2,14.1,60,21,74,80,-20,3.04,0.15,19.5,,,
"Jun 26, 2020 01:45:11 PM","MLB Prime Maple-C271-White AFS",Right,,64,39,58,61.9,13,81,17,63,78,-21,3.02,0.16,21.2,,,
"Jun 26, 2020 01:45:05 PM","MLB Prime Maple-C271-White AFS",Right,,64,35,67,58.7,16.3,81,26,58,76,-12,3.04,0.14,19,,,
"Jun 26, 2020 01:44:20 PM","MLB Prime Maple-C271-White AFS",Right,,56,43,66,62.4,15.8,72,20,68,79,-18,3.08,0.16,20.3,,,
"Jun 26, 2020 01:44:15 PM","MLB Prime Maple-C271-White AFS",Right,,46,61,59,65.4,13.2,62,14,83,82,-26,3.18,0.17,19.5,,,
"Jun 26, 2020 01:44:08 PM","MLB Prime Maple-C271-White AFS",Right,,63,59,57,63.2,12.6,79,12,78,86,-25,3.46,0.14,18.2,,,
"Jun 26, 2020 01:44:03 PM","MLB Prime Maple-C271-White AFS",Right,,46,45,61,60.1,14.2,62,24,73,76,-20,2.78,0.16,19.2,,,
"Jun 26, 2020 01:37:43 PM","MLB Prime Maple-C271-White AFS",Right,,45,48,70,63.6,17.6,60,22,75,78,-10,3.08,0.16,19.1,,,
"Jun 26, 2020 01:37:36 PM","MLB Prime Maple-C271-White AFS",Right,,47,45,60,61.1,13.7,63,25,76,73,-10,2.67,0.17,19.6,,,
"Jun 26, 2020 01:37:31 PM","MLB Prime Maple-C271-White AFS",Right,,48,37,66,62.4,15.8,64,24,64,73,-25,3.24,0.15,20.8,,,
"Jun 26, 2020 01:37:14 PM","MLB Prime Maple-C271-White AFS",Right,,41,55,65,62.8,15.7,56,19,83,77,-15,2.83,0.17,18.7,,,
"Jun 26, 2020 01:37:08 PM","MLB Prime Maple-C271-White AFS",Right,,48,40,70,63.7,17.3,63,19,64,78,-29,3.43,0.15,20.6,,,
"Jun 26, 2020 01:36:57 PM","MLB Prime Maple-C271-White AFS",Right,,60,51,64,62.9,15.3,76,9,73,84,-32,3.39,0.14,21.1,,,
"Jun 26, 2020 01:36:51 PM","MLB Prime Maple-C271-White AFS",Right,,53,47,61,65.2,14,69,13,72,79,-30,3.54,0.15,20.9,,,
"Jun 26, 2020 01:36:35 PM","MLB Prime Maple-C271-White AFS",Right,,64,42,59,62.5,13.2,81,8,64,82,-34,3.25,0.15,20.7,,,
"Jun 26, 2020 01:36:30 PM","MLB Prime Maple-C271-White AFS",Right,,53,48,66,72.9,16.1,69,22,72,81,-18,4.89,0.13,19.2,,,
"Jun 26, 2020 01:36:24 PM","MLB Prime Maple-C271-White AFS",Right,,56,47,66,63.7,15.8,72,11,67,84,-34,3.48,0.14,20.6,,,
"Jun 26, 2020 01:36:17 PM","MLB Prime Maple-C271-White AFS",Right,,58,54,61,63.4,14.1,74,13,75,84,-28,3.26,0.15,20.3,,,
"Jun 26, 2020 01:36:10 PM","MLB Prime Maple-C271-White AFS",Right,,61,41,58,61.1,13.1,78,10,61,82,-34,3.07,0.15,20.7,,,
"Jun 26, 2020 01:36:05 PM","MLB Prime Maple-C271-White AFS",Right,,70,42,58,63,13,87,4,62,83,-34,3.65,0.13,20.6,,,
"Jun 26, 2020 01:35:59 PM","MLB Prime Maple-C271-White AFS",Right,,61,34,58,63.6,12.8,78,10,52,79,-43,3.32,0.15,21.8,,,
"Jun 26, 2020 01:35:53 PM","MLB Prime Maple-C271-White AFS",Right,,74,32,53,57.5,10.9,91,16,50,78,-32,2.75,0.15,19.4,,,
"Jun 26, 2020 01:35:33 PM","MLB Prime Maple-C271-White AFS",Right,,56,52,71,57.9,17.7,72,14,70,89,-31,2.9,0.14,18.2,,,
"Jun 26, 2020 01:35:23 PM","MLB Prime Maple-C271-White AFS",Right,,63,46,66,62.2,15.8,79,1,66,84,-36,3.62,0.13,19.9,,,
"Jun 26, 2020 01:35:18 PM","MLB Prime Maple-C271-White AFS",Right,,71,48,51,57.9,10.1,88,8,73,80,-27,2.4,0.17,17.6,,,
"Jun 26, 2020 01:35:12 PM","MLB Prime Maple-C271-White AFS",Right,,67,46,46,52.7,8.4,84,11,72,79,-24,1.9,0.18,15.7,,,
"Jun 26, 2020 01:35:06 PM","MLB Prime Maple-C271-White AFS",Right,,70,42,55,58.5,11.8,87,15,66,79,-13,2.48,0.17,19,,,
"Jun 26, 2020 01:35:01 PM","MLB Prime Maple-C271-White AFS",Right,,58,46,70,56.5,17.3,75,12,68,83,-24,2.66,0.15,18.7,,,
"Jun 26, 2020 01:34:57 PM","MLB Prime Maple-C271-White AFS",Right,,72,42,59,56.4,13.3,89,16,61,84,-27,2.76,0.14,18.3,,,
"Jun 26, 2020 01:34:52 PM","MLB Prime Maple-C271-White AFS",Right,,57,64,47,56.8,8.7,74,11,81,86,-21,2.26,0.18,17.4,,,
"Jun 24, 2020 11:29:22 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",60,47,65,67.1,15.6,77,16,76,75,-13,4.2,0.13,20.4,,,
"Jun 24, 2020 11:29:16 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",61,42,70,42.2,17.4,77,13,75,69,-10,1.61,0.14,20.5,,,
"Jun 24, 2020 11:29:09 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",54,56,79,63.8,20.9,70,21,78,83,-17,3.81,0.13,19.4,,,
"Jun 24, 2020 11:29:03 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",52,54,68,63,16.8,68,23,75,84,-14,3.14,0.16,20,,,
"Jun 24, 2020 11:25:58 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",54,78,71,68.7,18,70,13,85,88,-21,4.1,0.14,19.1,,,
"Jun 24, 2020 11:25:54 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",58,56,70,65.6,17.4,75,16,74,87,-21,3.54,0.15,20.5,,,
"Jun 24, 2020 11:25:49 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",50,54,63,61.8,14.9,66,26,82,77,-3,2.71,0.17,18,,,
"Jun 24, 2020 11:25:45 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",57,65,79,66.3,21,74,15,81,87,-15,3.71,0.15,20,,,
"Jun 24, 2020 11:25:38 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",60,61,67,61.9,16.2,76,14,78,88,-25,3.28,0.14,20.1,,,
"Jun 24, 2020 11:25:28 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",60,49,61,60.3,14,77,22,71,83,-7,2.7,0.17,18.9,,,
"Jun 24, 2020 11:25:19 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",57,59,64,63.6,15.4,73,19,77,88,-17,3.15,0.16,19.8,,,
"Jun 24, 2020 11:25:13 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",62,52,76,64.2,19.9,78,12,71,86,-25,3.63,0.14,20.7,,,
"Jun 24, 2020 11:25:09 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",69,44,75,62.9,19.4,86,12,61,88,-27,3.75,0.13,21.5,,,
"Jun 24, 2020 11:25:05 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",59,50,80,63.2,21.9,75,19,68,90,-22,3.57,0.14,20.5,,,
"Jun 24, 2020 11:24:57 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",58,42,69,60.6,17.2,75,25,64,81,-13,2.9,0.16,19.6,,,
"Jun 24, 2020 11:20:32 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",58,48,68,61.5,16.9,74,16,70,83,-22,3.11,0.15,19.9,,,
"Jun 24, 2020 11:20:28 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",56,52,74,64.8,19.1,72,16,73,85,-19,3.49,0.15,19.5,,,
"Jun 24, 2020 11:20:23 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",54,52,73,60.3,18.6,70,22,76,82,-9,2.91,0.15,18.3,,,
"Jun 24, 2020 11:20:16 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",61,54,60,58.9,13.9,78,7,73,86,-30,2.81,0.15,18.8,,,
"Jun 24, 2020 11:20:10 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",59,50,66,61.2,15.9,76,18,68,88,-19,3.07,0.15,19.7,,,
"Jun 24, 2020 11:20:05 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",59,50,72,60.6,18.1,75,19,68,90,-24,3.01,0.15,19.2,,,
"Jun 24, 2020 11:20:01 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",60,55,72,59.6,18.2,77,16,73,92,-20,3,0.15,19,,,
"Jun 24, 2020 11:19:57 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",67,47,66,60,15.9,84,11,66,87,-27,3.08,0.14,19.7,,,
"Jun 24, 2020 11:19:53 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",67,43,64,61.8,15,84,6,59,87,-36,3.51,0.13,21,,,
"Jun 24, 2020 11:19:48 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",65,45,76,63.6,19.9,82,15,62,88,-25,3.72,0.13,20.6,,,
"Jun 24, 2020 11:19:44 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",71,36,69,62.3,17.1,89,14,53,83,-31,3.42,0.14,21.1,,,
"Jun 24, 2020 11:19:40 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",66,41,77,60.3,20.1,83,22,56,88,-22,3.55,0.13,20.4,,,
"Jun 24, 2020 11:19:36 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",67,40,75,60.9,19.2,84,21,56,85,-24,3.52,0.13,19.2,,,
"Jun 24, 2020 11:19:32 AM","MLB Prime Maple-C271-White AFS",Right,"General Practice",74,40,73,60.6,18.6,91,13,54,89,-30,3.83,0.12,20.7,,,
"Jun 23, 2020 04:54:47 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",62,56,65,58.1,15.4,79,12,74,88,-20,2.85,0.15,18.9,,,
"Jun 23, 2020 04:54:39 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",62,52,60,58.6,13.5,79,9,71,90,-24,2.55,0.17,19.4,,,
"Jun 23, 2020 04:54:29 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",69,44,56,59.9,12.3,86,4,61,89,-34,2.8,0.16,19.8,,,
"Jun 23, 2020 04:54:24 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",53,56,53,58.5,11.2,69,12,74,88,-31,2.6,0.16,19.3,,,
"Jun 23, 2020 04:54:11 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",68,43,56,56.2,12.3,85,7,61,86,-28,2.34,0.17,19.7,,,
"Jun 23, 2020 04:54:05 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",69,39,55,57.3,11.7,86,7,55,85,-32,2.56,0.16,20,,,
"Jun 23, 2020 04:54:01 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",64,46,52,61.8,10.7,81,7,65,86,-33,2.8,0.17,19.5,,,
"Jun 23, 2020 04:53:38 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",69,37,60,57.8,13.6,86,7,50,87,-36,2.57,0.16,19.8,,,
"Jun 23, 2020 04:53:33 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",66,42,56,59.7,12.3,83,7,59,85,-29,2.74,0.16,20.3,,,
"Jun 23, 2020 04:53:22 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",50,73,62,59.9,14.6,66,12,86,94,-15,2.8,0.16,19.1,,,
"Jun 23, 2020 04:53:18 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",60,62,55,57.7,11.8,77,8,79,94,-23,2.44,0.17,18.5,,,
"Jun 23, 2020 04:53:09 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",62,49,66,60.2,15.8,79,13,67,89,-25,3.06,0.15,19.3,,,
"Jun 23, 2020 04:53:05 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",59,36,48,50.9,9,75,21,57,78,-27,1.7,0.19,19.3,,,
"Jun 23, 2020 04:52:55 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",66,54,53,56.8,10.9,83,8,73,94,-25,2.55,0.16,18.7,,,
"Jun 23, 2020 04:52:38 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",70,36,58,54.3,13.1,87,4,52,84,-33,2.22,0.16,18.2,,,
"Jun 23, 2020 04:52:34 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",66,44,62,59.7,14.4,83,11,60,88,-27,2.85,0.15,19.9,,,
"Jun 23, 2020 04:49:41 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",63,43,73,60.6,18.8,80,5,59,89,-34,3.59,0.13,20.8,,,
"Jun 23, 2020 04:49:32 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",60,47,56,58.1,12.1,76,13,69,84,-31,2.6,0.16,19,,,
"Jun 23, 2020 04:49:29 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",58,52,70,61.5,17.6,74,11,70,92,-32,3.23,0.14,19,,,
"Jun 23, 2020 04:49:25 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",56,49,65,54.2,15.5,73,12,70,85,-29,2.41,0.15,19.6,,,
"Jun 23, 2020 04:49:16 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",65,34,53,47.5,11,82,15,52,80,-32,1.69,0.16,19.9,,,
"Jun 23, 2020 04:49:09 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",71,35,55,59.9,11.8,89,3,50,83,-40,2.95,0.15,19.6,,,
"Jun 23, 2020 04:49:05 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",62,44,64,62,15.2,78,10,65,84,-32,3.43,0.14,19.8,,,
"Jun 23, 2020 04:48:59 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",49,57,54,58.2,11.5,64,18,79,83,-25,2.48,0.17,18.4,,,
"Jun 23, 2020 04:48:52 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",73,34,53,59,11.2,90,2,51,80,-38,2.98,0.14,19.8,,,
"Jun 23, 2020 04:48:48 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",57,44,66,59.4,16,73,9,63,85,-36,3.2,0.14,19.4,,,
"Jun 23, 2020 04:48:44 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",50,53,55,60.7,12,65,10,72,87,-33,2.67,0.17,19.5,,,
"Jun 23, 2020 04:48:38 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",73,35,57,60.4,12.5,91,0,49,84,-36,3.25,0.14,20.1,,,
"Jun 23, 2020 04:48:32 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",52,60,67,62,16.4,68,7,77,88,-33,3.24,0.15,18.7,,,
"Jun 23, 2020 04:48:28 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",48,55,67,57.6,16.4,63,12,73,89,-31,2.69,0.15,18.8,,,
"Jun 23, 2020 04:48:24 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",68,45,64,63.1,15.2,85,5,61,88,-32,3.46,0.14,20.8,,,
"Jun 23, 2020 04:48:20 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",64,48,64,62,15.2,81,18,65,88,-20,3.58,0.13,17.7,,,
"Jun 23, 2020 04:47:54 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",53,65,58,59.1,12.9,69,5,80,90,-31,2.76,0.16,18,,,
"Jun 23, 2020 04:47:46 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",68,39,62,59.7,14.3,86,10,56,84,-32,3.23,0.14,19.7,,,
"Jun 23, 2020 04:47:42 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",65,33,61,59,14,82,16,48,81,-24,3.07,0.14,20,,,
"Jun 23, 2020 04:47:39 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",47,68,61,60.5,14.1,62,10,85,95,-27,2.78,0.16,18.8,,,
"Jun 23, 2020 04:47:35 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",59,48,66,60.2,15.8,76,9,67,86,-34,3.14,0.14,18.3,,,
"Jun 23, 2020 04:44:37 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",59,53,65,60.3,15.5,76,6,72,86,-29,2.91,0.15,19.5,,,
"Jun 23, 2020 04:44:32 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",73,29,51,57.5,10.5,91,-3,43,78,-40,2.65,0.15,20.7,,,
"Jun 23, 2020 04:44:28 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",68,42,57,63.6,12.7,85,3,60,85,-37,3.07,0.16,20,,,
"Jun 23, 2020 04:44:24 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",60,48,65,62.1,15.4,77,9,67,87,-29,3.05,0.16,19.7,,,
"Jun 23, 2020 04:44:18 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",54,50,57,60.5,12.5,70,14,69,87,-30,2.69,0.17,19.8,,,
"Jun 23, 2020 04:44:07 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",70,43,62,59.4,14.6,87,9,59,87,-28,2.98,0.15,19.8,,,
"Jun 23, 2020 04:44:02 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",57,52,67,58.1,16.3,73,10,71,87,-29,2.97,0.14,18.5,,,
"Jun 23, 2020 04:43:54 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",42,74,52,53.4,10.5,58,17,86,86,-27,2.05,0.17,17.8,,,
"Jun 23, 2020 04:43:50 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",68,32,61,58.1,14.1,85,7,49,79,-34,3.05,0.14,20.3,,,
"Jun 23, 2020 04:43:37 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",47,74,57,58.4,12.4,63,12,85,86,-23,2.33,0.18,17.5,,,
"Jun 23, 2020 04:43:32 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",68,39,59,62.2,13.3,85,7,57,84,-34,3.26,0.15,20.2,,,
"Jun 23, 2020 04:43:27 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",57,61,55,60.4,11.7,73,8,80,86,-31,2.61,0.17,18.7,,,
"Jun 23, 2020 04:43:23 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",66,48,67,59.2,16.2,83,4,67,87,-33,2.7,0.16,19.5,,,
"Jun 23, 2020 04:43:11 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",58,45,63,58.4,14.7,75,11,68,82,-31,2.76,0.15,18.2,,,
"Jun 23, 2020 04:43:05 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",56,64,68,58.4,16.9,72,10,80,90,-30,2.92,0.14,16.7,,,
"Jun 23, 2020 04:42:53 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",66,42,56,57.5,12.2,83,12,65,81,-32,2.51,0.16,17.9,,,
"Jun 23, 2020 04:42:50 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",48,57,58,59.2,13,64,16,75,90,-30,2.57,0.17,18,,,
"Jun 23, 2020 04:42:46 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",63,44,58,59,12.8,80,15,67,82,-28,2.75,0.16,17.9,,,
"Jun 23, 2020 04:42:41 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",60,40,59,59.4,13.5,77,7,60,82,-38,2.97,0.15,19.2,,,
"Jun 23, 2020 04:42:36 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",64,43,64,61.5,15,81,2,61,85,-35,3.33,0.14,20.2,,,
"Jun 23, 2020 04:42:31 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",60,48,63,62.1,14.8,77,8,68,86,-29,3.01,0.16,19.2,,,
"Jun 23, 2020 04:41:20 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",64,46,66,60.3,15.8,81,0,66,85,-35,3.2,0.14,19.6,,,
"Jun 23, 2020 04:41:16 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",70,39,54,59.5,11.4,87,10,58,81,-31,2.54,0.17,19.9,,,
"Jun 23, 2020 04:41:11 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",62,52,59,65.2,13.5,79,7,73,85,-34,3.36,0.16,18.9,,,
"Jun 23, 2020 04:41:07 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",44,72,46,59.7,8.3,59,10,88,83,-30,2.36,0.19,18.6,,,
"Jun 23, 2020 04:40:57 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",62,40,63,55.3,14.8,79,8,56,86,-36,2.48,0.15,19.7,,,
"Jun 23, 2020 04:40:52 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",56,53,65,59.8,15.5,72,8,71,89,-31,2.98,0.15,18.6,,,
"Jun 23, 2020 04:40:44 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",64,45,55,56.6,11.9,80,14,65,84,-29,2.5,0.16,18.9,,,
"Jun 23, 2020 04:40:37 PM","MLB Prime Maple-C271-White AFS",Right,"Pitching Machine",64,43,61,60.3,14,81,1,60,88,-39,3.06,0.15,20,,,
